Media,Tweet Index,TimeStamp,Compound,Positive,Neutral,Negative
Fox,47,Sun Apr 08 20:51:18 +0000 2018,0.0,0.0,1.0,0.0
Fox,48,Sun Apr 08 20:51:17 +0000 2018,0.0,0.0,1.0,0.0
Fox,49,Sun Apr 08 20:51:17 +0000 2018,-0.7184,0.0,0.571,0.429
Fox,50,Sun Apr 08 20:51:16 +0000 2018,0.3612,0.161,0.839,0.0
Fox,51,Sun Apr 08 20:51:16 +0000 2018,0.0,0.0,1.0,0.0
Fox,52,Sun Apr 08 20:51:16 +0000 2018,0.6351,0.582,0.418,0.0
Fox,53,Sun Apr 08 20:51:15 +0000 2018,0.0,0.0,1.0,0.0
Fox,54,Sun Apr 08 20:51:15 +0000 2018,-0.25,0.0,0.905,0.095
Fox,55,Sun Apr 08 20:51:15 +0000 2018,-0.5307,0.0,0.778,0.222
Fox,56,Sun Apr 08 20:51:14 +0000 2018,0.0,0.0,1.0,0.0
Fox,57,Sun Apr 08 20:51:14 +0000 2018,0.0,0.0,1.0,0.0
Fox,58,Sun Apr 08 20:51:14 +0000 2018,0.3612,0.135,0.865,0.0
Fox,59,Sun Apr 08 20:51:13 +0000 2018,0.3612,0.135,0.865,0.0
Fox,60,Sun Apr 08 20:51:13 +0000 2018,-0.6124,0.0,0.783,0.217
Fox,61,Sun Apr 08 20:51:13 +0000 2018,0.3612,0.135,0.865,0.0
Fox,62,Sun Apr 08 20:51:13 +0000 2018,0.3612,0.135,0.865,0.0
Fox,63,Sun Apr 08 20:51:13 +0000 2018,0.4215,0.135,0.865,0.0
Fox,64,Sun Apr 08 20:51:12 +0000 2018,-0.5791,0.117,0.66,0.223
Fox,65,Sun Apr 08 20:51:12 +0000 2018,0.3612,0.135,0.865,0.0
Fox,66,Sun Apr 08 20:51:12 +0000 2018,0.0772,0.157,0.843,0.0
Fox,67,Sun Apr 08 20:51:11 +0000 2018,-0.2016,0.102,0.755,0.143
Fox,68,Sun Apr 08 20:51:11 +0000 2018,-0.6486,0.0,0.725,0.275
Fox,69,Sun Apr 08 20:51:10 +0000 2018,-0.7378,0.0,0.752,0.248
Fox,70,Sun Apr 08 20:51:09 +0000 2018,0.0,0.0,1.0,0.0
Fox,71,Sun Apr 08 20:51:09 +0000 2018,0.3612,0.135,0.865,0.0
Fox,72,Sun Apr 08 20:51:09 +0000 2018,-0.5859,0.115,0.615,0.27
Fox,73,Sun Apr 08 20:51:09 +0000 2018,0.3612,0.135,0.865,0.0
Fox,74,Sun Apr 08 20:51:08 +0000 2018,0.4767,0.124,0.876,0.0
Fox,75,Sun Apr 08 20:51:08 +0000 2018,0.3612,0.135,0.865,0.0
Fox,76,Sun Apr 08 20:51:08 +0000 2018,0.0,0.0,1.0,0.0
Fox,77,Sun Apr 08 20:51:07 +0000 2018,0.3612,0.135,0.865,0.0
Fox,78,Sun Apr 08 20:51:06 +0000 2018,-0.4215,0.0,0.887,0.113
Fox,79,Sun Apr 08 20:51:05 +0000 2018,0.4199,0.237,0.763,0.0
Fox,80,Sun Apr 08 20:51:05 +0000 2018,0.0,0.0,1.0,0.0
Fox,81,Sun Apr 08 20:51:05 +0000 2018,0.0,0.0,1.0,0.0
Fox,82,Sun Apr 08 20:51:03 +0000 2018,-0.4667,0.233,0.443,0.324
Fox,83,Sun Apr 08 20:51:03 +0000 2018,0.4404,0.108,0.892,0.0
Fox,84,Sun Apr 08 20:51:03 +0000 2018,0.0,0.0,1.0,0.0
Fox,85,Sun Apr 08 20:51:03 +0000 2018,0.3612,0.135,0.865,0.0
Fox,86,Sun Apr 08 20:51:02 +0000 2018,0.3612,0.135,0.865,0.0
Fox,87,Sun Apr 08 20:51:02 +0000 2018,-0.3612,0.0,0.894,0.106
Fox,88,Sun Apr 08 20:51:02 +0000 2018,0.0,0.0,1.0,0.0
Fox,89,Sun Apr 08 20:51:02 +0000 2018,-0.4137,0.0,0.901,0.099
Fox,90,Sun Apr 08 20:51:01 +0000 2018,0.3612,0.135,0.865,0.0
Fox,91,Sun Apr 08 20:51:01 +0000 2018,0.0,0.0,1.0,0.0
Fox,92,Sun Apr 08 20:51:01 +0000 2018,0.0,0.0,1.0,0.0
Fox,93,Sun Apr 08 20:51:00 +0000 2018,-0.0865,0.187,0.596,0.216
Fox,94,Sun Apr 08 20:50:59 +0000 2018,-0.3612,0.0,0.894,0.106
Fox,95,Sun Apr 08 20:50:59 +0000 2018,-0.5859,0.132,0.472,0.396
Fox,96,Sun Apr 08 20:50:58 +0000 2018,-0.6486,0.0,0.725,0.275
Fox,97,Sun Apr 08 20:50:58 +0000 2018,0.0,0.0,1.0,0.0
Fox,98,Sun Apr 08 20:50:58 +0000 2018,0.4404,0.206,0.794,0.0
Fox,99,Sun Apr 08 20:50:58 +0000 2018,0.3612,0.135,0.865,0.0
New York Times,0,Sun Apr 08 20:51:35 +0000 2018,0.0,0.0,1.0,0.0
New York Times,1,Sun Apr 08 20:51:34 +0000 2018,0.5719,0.316,0.684,0.0
New York Times,2,Sun Apr 08 20:51:33 +0000 2018,0.0,0.0,1.0,0.0
New York Times,3,Sun Apr 08 20:51:32 +0000 2018,0.3818,0.178,0.822,0.0
New York Times,4,Sun Apr 08 20:51:27 +0000 2018,-0.2023,0.073,0.819,0.108
New York Times,5,Sun Apr 08 20:51:24 +0000 2018,0.0,0.0,1.0,0.0
New York Times,6,Sun Apr 08 20:51:23 +0000 2018,0.0,0.0,1.0,0.0
New York Times,7,Sun Apr 08 20:51:17 +0000 2018,-0.296,0.0,0.901,0.099
New York Times,8,Sun Apr 08 20:51:16 +0000 2018,0.0,0.0,1.0,0.0
New York Times,9,Sun Apr 08 20:51:12 +0000 2018,-0.91,0.08,0.523,0.397
New York Times,10,Sun Apr 08 20:51:09 +0000 2018,-0.6908,0.0,0.749,0.251
New York Times,11,Sun Apr 08 20:51:09 +0000 2018,-0.802,0.0,0.725,0.275
New York Times,12,Sun Apr 08 20:51:06 +0000 2018,-0.2263,0.0,0.826,0.174
New York Times,13,Sun Apr 08 20:51:05 +0000 2018,-0.2263,0.107,0.744,0.149
New York Times,14,Sun Apr 08 20:51:03 +0000 2018,0.0,0.0,1.0,0.0
New York Times,15,Sun Apr 08 20:51:01 +0000 2018,-0.2023,0.073,0.819,0.108
New York Times,16,Sun Apr 08 20:51:00 +0000 2018,0.7579,0.236,0.764,0.0
New York Times,17,Sun Apr 08 20:50:57 +0000 2018,-0.91,0.08,0.523,0.397
New York Times,18,Sun Apr 08 20:50:56 +0000 2018,-0.2263,0.0,0.826,0.174
New York Times,19,Sun Apr 08 20:50:54 +0000 2018,0.0,0.0,1.0,0.0
New York Times,20,Sun Apr 08 20:50:54 +0000 2018,-0.7501,0.0,0.687,0.313
New York Times,21,Sun Apr 08 20:50:54 +0000 2018,-0.2263,0.0,0.826,0.174
New York Times,22,Sun Apr 08 20:50:52 +0000 2018,0.5267,0.216,0.784,0.0
New York Times,23,Sun Apr 08 20:50:52 +0000 2018,0.6597,0.197,0.803,0.0
New York Times,24,Sun Apr 08 20:50:51 +0000 2018,-0.1027,0.118,0.714,0.168
New York Times,25,Sun Apr 08 20:50:51 +0000 2018,-0.3612,0.097,0.712,0.191
New York Times,26,Sun Apr 08 20:50:51 +0000 2018,0.4019,0.13,0.87,0.0
New York Times,27,Sun Apr 08 20:50:50 +0000 2018,-0.765,0.0,0.691,0.309
New York Times,28,Sun Apr 08 20:50:46 +0000 2018,-0.6588,0.04,0.761,0.199
New York Times,29,Sun Apr 08 20:50:46 +0000 2018,0.0,0.0,1.0,0.0
New York Times,30,Sun Apr 08 20:50:45 +0000 2018,0.0,0.0,1.0,0.0
New York Times,31,Sun Apr 08 20:50:39 +0000 2018,0.2732,0.149,0.851,0.0
New York Times,32,Sun Apr 08 20:50:34 +0000 2018,-0.25,0.0,0.9,0.1
New York Times,33,Sun Apr 08 20:50:34 +0000 2018,0.0,0.0,1.0,0.0
New York Times,34,Sun Apr 08 20:50:32 +0000 2018,0.0,0.0,1.0,0.0
New York Times,35,Sun Apr 08 20:50:30 +0000 2018,0.0,0.0,1.0,0.0
New York Times,36,Sun Apr 08 20:50:29 +0000 2018,0.0,0.0,1.0,0.0
New York Times,37,Sun Apr 08 20:50:26 +0000 2018,0.0,0.0,1.0,0.0
New York Times,38,Sun Apr 08 20:50:24 +0000 2018,-0.8591,0.0,0.578,0.422
New York Times,39,Sun Apr 08 20:50:24 +0000 2018,0.0,0.0,1.0,0.0
New York Times,40,Sun Apr 08 20:50:23 +0000 2018,0.0,0.0,1.0,0.0
New York Times,41,Sun Apr 08 20:50:21 +0000 2018,-0.9136,0.049,0.489,0.463
New York Times,42,Sun Apr 08 20:50:19 +0000 2018,0.5267,0.216,0.784,0.0
New York Times,43,Sun Apr 08 20:50:18 +0000 2018,-0.296,0.0,0.645,0.355
New York Times,44,Sun Apr 08 20:50:16 +0000 2018,0.0,0.0,1.0,0.0
New York Times,45,Sun Apr 08 20:50:11 +0000 2018,0.2732,0.087,0.913,0.0
New York Times,46,Sun Apr 08 20:50:10 +0000 2018,0.3724,0.1,0.9,0.0
New York Times,47,Sun Apr 08 20:50:07 +0000 2018,-0.6115,0.0,0.762,0.238
New York Times,48,Sun Apr 08 20:50:06 +0000 2018,-0.2023,0.073,0.819,0.108
New York Times,49,Sun Apr 08 20:50:05 +0000 2018,-0.3891,0.099,0.689,0.212
New York Times,50,Sun Apr 08 20:50:02 +0000 2018,-0.5574,0.0,0.859,0.141
New York Times,51,Sun Apr 08 20:50:02 +0000 2018,-0.2263,0.0,0.826,0.174
New York Times,52,Sun Apr 08 20:49:59 +0000 2018,-0.2263,0.0,0.826,0.174
New York Times,53,Sun Apr 08 20:49:58 +0000 2018,0.0,0.0,1.0,0.0
New York Times,54,Sun Apr 08 20:49:56 +0000 2018,0.0,0.0,1.0,0.0
New York Times,55,Sun Apr 08 20:49:55 +0000 2018,0.0,0.0,1.0,0.0
New York Times,56,Sun Apr 08 20:49:52 +0000 2018,-0.2023,0.073,0.819,0.108
New York Times,57,Sun Apr 08 20:49:51 +0000 2018,0.0,0.0,1.0,0.0
New York Times,58,Sun Apr 08 20:49:49 +0000 2018,0.6488,0.177,0.823,0.0
New York Times,59,Sun Apr 08 20:49:48 +0000 2018,-0.2263,0.0,0.826,0.174
New York Times,60,Sun Apr 08 20:49:48 +0000 2018,0.4069,0.133,0.758,0.11
New York Times,61,Sun Apr 08 20:49:47 +0000 2018,-0.1779,0.122,0.718,0.16
New York Times,62,Sun Apr 08 20:49:45 +0000 2018,0.0772,0.081,0.852,0.067
New York Times,63,Sun Apr 08 20:49:43 +0000 2018,-0.296,0.0,0.901,0.099
New York Times,64,Sun Apr 08 20:49:42 +0000 2018,-0.8591,0.0,0.578,0.422
New York Times,65,Sun Apr 08 20:49:42 +0000 2018,0.0,0.0,1.0,0.0
New York Times,66,Sun Apr 08 20:49:42 +0000 2018,-0.91,0.08,0.523,0.397
New York Times,67,Sun Apr 08 20:49:34 +0000 2018,-0.91,0.08,0.523,0.397
New York Times,68,Sun Apr 08 20:49:28 +0000 2018,0.0,0.0,1.0,0.0
New York Times,69,Sun Apr 08 20:49:26 +0000 2018,0.6166,0.237,0.763,0.0
New York Times,70,Sun Apr 08 20:49:25 +0000 2018,0.2732,0.087,0.913,0.0
New York Times,71,Sun Apr 08 20:49:25 +0000 2018,-0.8591,0.0,0.689,0.311
New York Times,72,Sun Apr 08 20:49:23 +0000 2018,0.743,0.208,0.792,0.0
New York Times,73,Sun Apr 08 20:49:23 +0000 2018,0.2732,0.087,0.913,0.0
New York Times,74,Sun Apr 08 20:49:22 +0000 2018,-0.191,0.213,0.619,0.168
New York Times,75,Sun Apr 08 20:49:19 +0000 2018,-0.2023,0.073,0.819,0.108
New York Times,76,Sun Apr 08 20:49:18 +0000 2018,-0.3612,0.097,0.712,0.191
New York Times,77,Sun Apr 08 20:49:11 +0000 2018,0.2732,0.087,0.913,0.0
New York Times,78,Sun Apr 08 20:49:11 +0000 2018,0.0,0.0,1.0,0.0
New York Times,79,Sun Apr 08 20:49:11 +0000 2018,-0.2263,0.0,0.826,0.174
New York Times,80,Sun Apr 08 20:49:10 +0000 2018,-0.5106,0.0,0.752,0.248
New York Times,81,Sun Apr 08 20:49:10 +0000 2018,0.0,0.0,1.0,0.0
New York Times,82,Sun Apr 08 20:49:08 +0000 2018,0.0,0.0,1.0,0.0
New York Times,83,Sun Apr 08 20:49:07 +0000 2018,0.0,0.0,1.0,0.0
New York Times,84,Sun Apr 08 20:49:05 +0000 2018,-0.2263,0.0,0.826,0.174
New York Times,85,Sun Apr 08 20:49:04 +0000 2018,0.4069,0.133,0.758,0.11
New York Times,86,Sun Apr 08 20:49:03 +0000 2018,0.7088,0.237,0.763,0.0
New York Times,87,Sun Apr 08 20:48:57 +0000 2018,-0.2023,0.073,0.819,0.108
New York Times,88,Sun Apr 08 20:48:56 +0000 2018,0.4069,0.133,0.758,0.11
New York Times,89,Sun Apr 08 20:48:56 +0000 2018,-0.7096,0.0,0.753,0.247
New York Times,90,Sun Apr 08 20:48:53 +0000 2018,0.2732,0.087,0.913,0.0
New York Times,91,Sun Apr 08 20:48:53 +0000 2018,-0.3252,0.0,0.891,0.109
New York Times,92,Sun Apr 08 20:48:53 +0000 2018,0.2732,0.149,0.851,0.0
New York Times,93,Sun Apr 08 20:48:50 +0000 2018,0.0,0.0,1.0,0.0
New York Times,94,Sun Apr 08 20:48:49 +0000 2018,0.0,0.0,1.0,0.0
New York Times,95,Sun Apr 08 20:48:47 +0000 2018,-0.1531,0.085,0.802,0.113
New York Times,96,Sun Apr 08 20:48:46 +0000 2018,0.0,0.0,1.0,0.0
New York Times,97,Sun Apr 08 20:48:45 +0000 2018,-0.2023,0.073,0.819,0.108
New York Times,98,Sun Apr 08 20:48:45 +0000 2018,-0.397,0.049,0.799,0.151
New York Times,99,Sun Apr 08 20:48:44 +0000 2018,-0.8591,0.0,0.578,0.422
